"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/20 7:49:05 PM EST","2021","Twitch recommendation","Every video","Yes","1-2 days per week","5","No","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Skree Sunday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Pokemon (Romhacks, nuzlockes)","Pokemon nuzlocke","Undeniable Proof of Aliens Slideshow","Twitch notification","BetterTTV","Lurker","Yes","No","1-2","1-2","Laptop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","Single","Denmark","Denmark","Yes","Bachelor's degree","Employed","Soccer / Football;Cycling","","RuneScape;Sports Video Games","Cooking","Up!","No","No","","","","2101-2200","Main","1","Yes","No","Fishing","Hunter","Skilling;Slayer;Bossing","3","","Full time","IT","","","","","","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","No","Yes","No","Yes","No","No","> 6'3 (> 190cm)","2"
"2025/04/20 7:49:19 PM EST","2020","Twitch recommendation","Never","No","3-5 days per week","5","No","Yes","Old School Runescape","Pet Hunting","Stream vods","Royal Titan Tuesday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Pokemon (Romhacks, nuzlockes)","","Undeniable Proof of Aliens Slideshow","Twitch notification","BetterTTV;7TV","Occasional chatter","No","No","3-4","3-4","Laptop","OSRS (main game)","No","30-35","Right","No","Male","Straight","In a relationship","Costa Rica","Costa Rica","Yes","Bachelor's degree","Unemployed","Soccer / Football","Soccer / Football","","Working out;Watching movies;Cooking","Mulholland Drive","Yes","No","","","","","","","","","","","","","","","","","","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:49:28 PM EST","2022","Recommendation from a friend","Every video","Yes","Every stream","5","No","No","Variety","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls)","Poop Killer Night","Playing Dark Souls","I show up at 5pm PST","BetterTTV","Occasional chatter","Yes","No","10+","1-2","Desktop","OSRS (main game)","Yes","30-35","Right","Yes","Male","Pansexual","Single","United States","United States","Yes","Master's degree","Student","N/A","N/A","FPS;Indie;Roguelikes;RuneScape;Other MMOs;Board Games","Watching movies;Gaming;Model Building","Rocky Horror Picture Show","Yes","Yes","","","","1501-1750","Main","1","Yes","No","Slayer","Smithing","Slayer","4","Georgia","","","Dog;Cat","","","","","5:00:01 (5:15:01 should be late)","CloudWizard","","No","No","Yes","No","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/20 7:49:41 PM EST","2023","Twitch recommendation","Often","Yes","1-2 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Classics (Fallout, Dead Rising, Elder Scrolls);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","idk","IRL Puzzle","Twitch sidebar","","Lurker","Yes","No","<1","1-2","Desktop","OSRS (main game);OSRS (leagues);OSRS (DMM)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","High school","Employed","American Football;nascar","American Football","FPS;RuneScape;Sports Video Games","Working out;Hiking;Running;Reading;Gaming;Cooking;Playing an instrument","the patriot","Yes","Yes","","","","2101-2200","Main","2","Yes","No","Mining","Smithing","Skilling;Slayer;Bossing;Raiding;PvP;Pet hunting;Collection log hunting","2","Kentucky","Full time","fedex driver","Dog;Cat","nickmercs","fortnite","","","5:01:00 (5:16:00 should be late)","","","No","No","No","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:49:43 PM EST","2022","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","Unaccessible or Zoo Tycoon","IRL Puzzle","I show up at 5pm PST","BetterTTV","Occasional chatter","Yes","Yes","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","Yes","Male","Gay","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball","","RuneScape;Board Games","Working out;Hiking;Running;Gaming","Fight Club","No","Yes","Prime","No","Never","2101-2200","Main","1","Yes","Yes","Hunter","Mining","Skilling;Slayer;Bossing","3","Indiana","Full time","Healthcare","Dog","","anything, prefer variety","","","5:00:01 (5:15:01 should be late)","","","No","No","No","Yes","No","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:49:48 PM EST","2022","YouTube series (i.e. Gielinor Games)","Every video","Yes","3-5 days per week","5","No","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations)","Minecraft with Squeex","Mario 64 16 Star","Twitch notification","BetterTTV;7TV","Lurker","Yes","No","10+","6+","TV","OSRS (main game);OSRS (leagues);OSRS (DMM)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Master's degree","Employed","American Football;Basketball;Baseball;Hockey","Baseball","Indie;Roguelikes;RuneScape;Sports Video Games","Hiking;Reading;Listening to music;Watching television;Watching movies;Gaming","The Sandlot","Yes","Yes","","","","2201-2276","Group Ironman","2","Yes","No","Fishing","Runecraft","Skilling;Slayer;Bossing;Raiding;Pet hunting","3","Tennessee","Full time","Science & Research","Dog;Cat","B0aty","Subnautica","","","5:00:01 (5:15:01 should be late)","VTheVictim","","Yes","No","Yes","Yes","No","Yes","Yes","No","> 6'3 (> 190cm)","1"
"2025/04/20 7:49:50 PM EST","2023","Other creator mentioned him","Rarely / When I miss a stream","Yes","1-2 days per week","5","No","No","Variety","Variety","Main channel videos","Scary Saturday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Pokemon (Romhacks, nuzlockes)","","Playing every Garfield game","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","No","No","1-2","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Master's degree","Employed","Hockey","Hockey","FPS;Indie;Roguelikes;RuneScape;Other MMOs","Working out;Running;Reading","killer bean","Yes","No","","","","1751-2000","Main","2","Yes","No","Prayer","Slayer","Bossing","4","Ohio","Full time","Software Development","","","","","","5:00:01 (5:15:01 should be late)","","","Yes","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:49:51 PM EST","2024","Collaboration with another creator","Often","Yes","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Hitman;Themed variety days (All pizza games, 0 player games)","The Saga of Poop Killer","Undeniable Proof of Aliens Slideshow","Twitch sidebar","FrankerFaceZ","Occasional chatter","Yes","No","10+","6+","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Male","Bisexual","Single","United States","United States","Yes","Associates degree","Unemployed","American Football;Hockey;E-sports","American Football","FPS;Fighting Games;Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Board Games","Working out;Listening to music;Gaming;Photography","Kung Fu Hustle","Yes","Yes","","","","1751-2000","Main","2","Yes","No","Slayer","Runecraft","Skilling;Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","4","Florida","","","Cat","","","itswillEXPLAIN","You","5:01:00 (5:16:00 should be late)","","give the weightlifter a friend","No","No","Yes","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/20 7:49:55 PM EST","2020","Recommendation from a friend","Often","Yes","1-2 days per week","4","No","No","Old School Runescape","Leagues","Main channel videos","Variety Friday","April Fools [HARDCORE]","Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Minecraft (Speedruns, collaborations)","billy blocks","Mario 64 16 Star","I show up at 5pm PST","","Occasional chatter","Yes","Yes","3-4","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Unsure","Male","Other","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","","","FPS;Fighting Games;Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs;Board Games","Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Perfect Blue","Yes","Yes","","","Never","2201-2276","Ironman","5","Yes","Yes","Woodcutting","Smithing","Skilling;Slayer;Bossing;Pet hunting","2","Georgia","Full time","Software Development","Cat","","Minecraft","","Toasty64","5:00:01 (5:15:01 should be late)","Amehzyn","","Yes","No","Yes","Yes","No","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/20 7:49:55 PM EST","2024","Other creator mentioned him","Often","Yes","3-5 days per week","4","No","No","Old School Runescape","Pet Hunting","Main channel videos","Royal Titan Tuesday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls)","runsecape dragonwild","Every Lays flavor tier list","Twitch sidebar","","Lurker","Yes","No","3-4","1-2","Desktop","OSRS (main game)","Yes","24-29","Right","Unsure","Male","Bisexual","Single","Canada","Canada","Yes","Master's degree","Student","","","MOBA;RuneScape;Other MMOs;RPGs","Gaming","Harry Potter","Yes","No","","","","2101-2200","Main","1","Yes","No","Hunter","Prayer","Skilling;Bossing;Pet hunting;Collection log hunting","3","","","","","Alfie","Maplestory","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","No","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/20 7:49:58 PM EST","2020","YouTube recommendation","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Leagues","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations)","","Playing Dark Souls","Discord notification","BetterTTV","Occasional chatter","Yes","Yes","1-2","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Golf","Soccer / Football;Golf","FPS;Indie;Roguelikes;RuneScape;RPGs;Sports Video Games","Working out;Hiking;Listening to music;Watching movies;Gaming;Skiing","Inglorious Basterds","Yes","No","Prime","No","Infrequently","1751-2000","Main","2","Yes","No","Ranged","Agility","Slayer;Bossing;Raiding","3","Colorado","Full time","Aerospace","","","Pokemon, Dark Souls","itswillChat","CrowOutside","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","No","No","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/20 7:50:05 PM EST","2022","Twitch recommendation","Rarely / When I miss a stream","Yes","Every stream","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Royal Titan Tuesday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Minecraft (Speedruns, collaborations)","","Undeniable Proof of Aliens Slideshow","Twitch sidebar","7TV","Occasional chatter","No","No","5-6","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","Canada","Canada","Yes","Associates degree","Unemployed","American Football;Basketball;Baseball;Hockey","","FPS;RuneScape;Sports Video Games","Working out;Gaming","Minecraft","No","Yes","","","","2101-2200","Ironman","2","Yes","No","Slayer","Runecraft","Slayer;Bossing;Raiding","2","","","","Dog","Pokimane","Minecraft","","","5:01:00 (5:16:00 should be late)","hello_snoopy","Any overlay would be good.","No","No","No","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:50:10 PM EST","Before 2019","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Classics (Fallout, Dead Rising, Elder Scrolls);Hitman","Oblivion Randomizer ","Playing Dark Souls","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","No","3-4","0","Desktop","OSRS (main game);RS3","Yes","30-35","Left","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Unemployed","American Football;Basketball","","MOBA;RuneScape;Other MMOs","Working out;Watching movies;Gaming;Drawing / Art","Demolition Man","No","No","Prime","No","","2277","Main","2","Yes","No","Slayer","Agility","Skilling;Slayer;Bossing;Raiding;Pet hunting","2","Maryland","","","","","","","","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","Yes","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","7"
"2025/04/20 7:50:40 PM EST","2023","Twitch recommendation","Every video","Yes","3-5 days per week","5","No","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy)","Schedule 1","Playing Dark Souls","Twitch notification","BetterTTV;7TV","Lurker","Yes","No","5-6","1-2","TV","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","","","RuneScape;Other MMOs","Working out;Watching television;Watching movies;Gaming","Interstellar. I watch it while playing BTD5.","No","Yes","","","","2201-2276","Main","2","Yes","Yes","Fishing","Agility","Skilling;Slayer","1","Georgia","Full time","Engineering","Dog","Anyone that isn’t Faux","Schedule 1. Mount and blade warband/bannerlord","Cumge","Snoopy","5:00:01 (5:15:01 should be late)","TimeLion","Bulge cam","No","No","Yes","Yes","No","No","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:50:43 PM EST","2025","Recommendation from a friend","Never","No","1-2 days per week","5","No","No","Variety","Variety","","Variety Friday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Themed variety days (All pizza games, 0 player games)","","Every Lays flavor tier list","Discord notification","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","<1","3-4","Desktop","OSRS (main game)","Yes","18-23","Right","Yes","Non-binary","Pansexual","Single","United States","United States","Yes","Associates degree","Employed","Basketball","","Indie;RuneScape;RPGs","Reading;Listening to music;Watching movies;Gaming;Photography","Akira","Yes","Yes","","","Infrequently","750-1250","Main","1","No","No","Smithing","Fletching","Bossing;Collection log hunting","4","Georgia","Part time","Retail","Dog","","","Tingers","Babe2k","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","i like when bailey draws things :3","No","No","Yes","Yes","Yes","Yes","No","Yes","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:50:48 PM EST","2024","YouTube series (i.e. Gielinor Games)","Rarely / When I miss a stream","No","Less than once per week","4","No","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","","Playing every Garfield game","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","5-6","5-6","Mobile/Tablet","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Employed","American Football;Basketball","","FPS;RuneScape","Listening to music;Watching movies;Gaming;Photography","Goodfellas","No","No","","","","1751-2000","Main","1","Yes","No","Farming","Mining","Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","1","Connecticut","Full time","Manufacturing","","","","","","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","3"
"2025/04/20 7:51:32 PM EST","2021","Other creator mentioned him","Rarely / When I miss a stream","Yes","3-5 days per week","4","No","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations);Hitman","","Mariachi Band","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Bisexual","Single","United States","United States","Yes","Bachelor's degree","Employed","American Football","","Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs","Running;Gaming;Cooking;Playing an instrument","Babygirl","Yes","Yes","","","","1751-2000","Main","2","Yes","No","Defence","Mining","Bossing;Raiding","5","Michigan","Full time","Automotive","Cat","","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","No","No","No","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:51:40 PM EST","2023","Recommendation from a friend","Rarely / When I miss a stream","Yes","1-2 days per week","3","No","No","Old School Runescape","Pet Hunting","Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","desert bus","Mariachi Band","Discord notification","BetterTTV;7TV;FrankerFaceZ","Lurker","No","Yes","<1","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Male","Asexual","Single","United States","United States","Yes","High school","Employed","American Football;UFC","","FPS;Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Board Games","Working out;Hiking;Running;Listening to music;Watching television;Watching movies;Gaming","Hot Fuzz","Yes","Yes","","","Daily","1751-2000","Ironman","6+","Yes","No","Hunter","Firemaking","Skilling;Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","3","Mississippi","Full time","Transportation","Dog","","","glorp","","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","Yes","Yes","No","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
